ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
44697	0.018937	2.65e-05	6.51705	2.85017	0.7427301		
40746	0.018937	2.68e-05	6.5090801	2.839498	0.9249504		
22984	0.018937	2.70e-05	-6.5039274	2.832593	-0.9974556	EBF1	early B-cell factor 1
20170	0.018937	2.74e-05	6.4958067	2.821702	0.8264123		
7812	0.018937	2.79e-05	-6.4820467	2.803223	-1.0340543	PXYLP1	2-phosphoxylose phosphatase 1
9783	0.018937	2.82e-05	6.4757496	2.794757	0.9261865	METTL21A	methyltransferase like 21A
42014	0.018937	2.83e-05	-6.4722914	2.790104	-0.7075689		
14469	0.018937	2.85e-05	6.4686395	2.785189	2.3749976	PLAT	plasminogen activator, tissue type
23692	0.018937	2.87e-05	6.4631602	2.77781	0.8444051		
27930	0.018937	2.90e-05	6.456238	2.768481	0.9985827	PDE4D	phosphodiesterase 4D
12992	0.01983	3.14e-05	6.4039861	2.697813	0.8326408		
18221	0.01983	3.14e-05	6.403126	2.696646	1.2691012		
8270	0.01983	3.17e-05	6.3969146	2.688215	1.1274015	NEURL1	neuralized E3 ubiquitin protein ligase 1
40043	0.020588	3.34e-05	-6.362748	2.641728	-1.0358579	DHRS3	dehydrogenase/reductase 3
34514	0.020633	3.39e-05	6.3522461	2.6274	0.8383734		
10150	0.020729	3.51e-05	6.3294966	2.596303	1.0483076		
25377	0.020729	3.54e-05	-6.3245091	2.589474	-1.5815114		
3435	0.020729	3.63e-05	6.3066444	2.56498	1.2910625		
29453	0.020729	3.64e-05	6.3062066	2.564379	1.6489581		
32064	0.020729	3.72e-05	6.2903785	2.542633	0.9154498		
42578	0.020729	3.74e-05	6.2874729	2.538637	1.0391222		
23963	0.020729	3.75e-05	6.2866021	2.537439	0.7906607	SVOPL	SVOP like
33823	0.020729	3.78e-05	6.2811648	2.529956	1.0651968		
38403	0.020897	3.85e-05	6.26783	2.511583	0.9229025		
28393	0.021697	4.05e-05	-6.2352094	2.466517	-1.4637114	PTPN13	protein tyrosine phosphatase, non-receptor type 13
38292	0.021911	4.21e-05	6.2097877	2.431275	0.8918255		
14181	0.021911	4.25e-05	6.2030182	2.421873	0.9934746		
37425	0.021911	4.26e-05	6.2016161	2.419925	0.8785186		
43999	0.021911	4.28e-05	6.1982143	2.415196	0.8447402		
4524	0.021993	4.36e-05	6.186296	2.398615	0.9991055		
39233	0.021993	4.40e-05	-6.1810512	2.391311	-1.0602497	TMED7	transmembrane p24 trafficking protein 7
32867	0.02228	4.50e-05	6.1653492	2.369417	2.0748458	CA4	carbonic anhydrase 4
2173	0.022295	4.56e-05	6.157763	2.358825	1.7463179		
24994	0.022592	4.68e-05	6.140266	2.334358	0.9242408		
3547	0.022592	4.76e-05	6.1287049	2.318165	2.2329516	PLAT	plasminogen activator, tissue type
28038	0.022592	4.80e-05	6.1241412	2.311766	1.0217708		
41458	0.022592	4.82e-05	6.1214099	2.307935	1.7889599	KRT15	keratin 15
24846	0.023063	4.97e-05	6.1012457	2.279615	0.8007335		
27450	0.023378	5.09e-05	6.0857587	2.257818	1.1940287		
4028	0.023488	5.20e-05	6.0716077	2.237867	0.7206296	SEC31B	SEC31 homolog B, COPII coat complex component
34792	0.023488	5.29e-05	6.0611721	2.223133	1.0024357		
39314	0.023488	5.30e-05	6.0596345	2.220961	0.9260442		
16601	0.023488	5.32e-05	6.0568129	2.216973	0.6607091	ENO1-AS1	ENO1 antisense RNA 1
29537	0.023624	5.47e-05	6.0393169	2.192218	0.7497207		
5886	0.023624	5.48e-05	6.03762	2.189815	2.3306021	PLAT	plasminogen activator, tissue type
4700	0.023624	5.55e-05	6.0291876	2.177863	2.1179094	SIGLEC6	sialic acid binding Ig like lectin 6
18834	0.023624	5.58e-05	-6.0263438	2.17383	-0.6986538	CTBS	chitobiase
2060	0.023624	5.66e-05	6.0166563	2.160081	0.713983		
6443	0.023624	5.67e-05	-6.0161637	2.159381	-1.8656513	CLDN1	claudin 1
6724	0.024012	5.81e-05	5.9997147	2.135999	1.0235556	IER5L	immediate early response 5 like
14645	0.024962	6.13e-05	5.9653444	2.086998	0.6041584		
9389	0.024962	6.16e-05	5.9630929	2.083782	0.9129336		
39605	0.025028	6.25e-05	5.9531312	2.069539	2.344422	PLAT	plasminogen activator, tissue type
33806	0.025028	6.29e-05	5.9493414	2.064117	0.7471719		
43257	0.025028	6.36e-05	5.942331	2.05408	0.9260213		
22898	0.025028	6.39e-05	5.9387008	2.048879	1.909733	CEACAM19	carcinoembryonic antigen related cell adhesion molecule 19
14817	0.025074	6.46e-05	5.9319865	2.039255	0.7645979		
12259	0.025144	6.54e-05	5.9247012	2.028803	0.7747828		
18472	0.025289	6.66e-05	5.9125668	2.011376	1.5048688	SPDYE8P	speedy/RINGO cell cycle regulator family member E8, pseudogene
15385	0.025289	6.69e-05	5.9101929	2.007964	0.9206738		
14754	0.026239	7.03e-05	5.8781497	1.961814	0.8282371		
1315	0.026239	7.06e-05	5.8751585	1.957498	0.6832108		
26481	0.026239	7.11e-05	5.8708151	1.951227	1.5495005		
32007	0.02637	7.28e-05	5.8557991	1.929524	1.0940486		
20218	0.02637	7.31e-05	5.853325	1.925945	1.0795453		
30409	0.02637	7.32e-05	5.8521987	1.924315	0.9807907		
5116	0.027011	7.65e-05	5.8247411	1.884518	0.8390206		
8063	0.027011	7.75e-05	-5.815863	1.871624	-0.8820765		
10127	0.027011	7.82e-05	5.8103502	1.86361	0.8407215		
43579	0.027011	7.90e-05	5.8040081	1.854386	0.9160797		
792	0.027011	7.93e-05	5.8018147	1.851194	0.8554228	TF	transferrin
4830	0.027011	7.98e-05	5.7974201	1.844796	0.8699992		
40908	0.027011	7.99e-05	-5.797139	1.844387	-1.0383723	OPRK1	opioid receptor kappa 1
15138	0.027011	8.31e-05	5.7723882	1.808294	1.0017101		
42044	0.027011	8.34e-05	5.7700391	1.804863	1.1137927		
36201	0.027011	8.36e-05	5.7683082	1.802335	1.1059671		
32481	0.027011	8.41e-05	5.7647446	1.797127	0.7236248		
35826	0.027011	8.41e-05	5.7645545	1.796849	2.3084109	PLAT	plasminogen activator, tissue type
12642	0.027011	8.43e-05	5.7628517	1.794361	0.8908675		
5888	0.027011	8.46e-05	5.760729	1.791257	2.5915985	UNC5CL	unc-5 family C-terminal like
11921	0.027011	8.51e-05	5.7574384	1.786445	0.9401601	FOXC1	forkhead box C1
39475	0.027011	8.54e-05	5.7547895	1.78257	2.2300067	PLAT	plasminogen activator, tissue type
30855	0.027011	8.58e-05	-5.7521477	1.778703	-2.7995702	FKBP5	FK506 binding protein 5
35557	0.027011	8.58e-05	-5.7518935	1.778331	-2.3976335	TMEM132C	transmembrane protein 132C
40493	0.027015	8.65e-05	5.7471873	1.771441	0.7936955		
20954	0.027015	8.70e-05	5.7429518	1.765237	0.7454909		
6620	0.027015	8.76e-05	5.7387504	1.75908	2.2135044	PLAT	plasminogen activator, tissue type
8262	0.027097	8.92e-05	5.7274688	1.742533	0.7276424	NDUFB2-AS1	NDUFB2 antisense RNA 1
28698	0.027097	8.99e-05	5.7226184	1.735412	0.857337	UBAP1L	ubiquitin associated protein 1 like
6405	0.027097	9.09e-05	5.7157696	1.725351	0.7858232	ASCC3	activating signal cointegrator 1 complex subunit 3
10583	0.027097	9.12e-05	-5.7137396	1.722368	-0.7711254	TMEM37	transmembrane protein 37
18334	0.027097	9.18e-05	5.7097583	1.716514	0.7335745		
11018	0.027097	9.18e-05	5.7093744	1.71595	1.0643049		
36228	0.027097	9.23e-05	5.706212	1.711298	0.8616869		
14717	0.027097	9.27e-05	5.7033281	1.707055	0.7913487		
22189	0.027265	9.39e-05	-5.6954091	1.695396	-0.9127523		
22651	0.027618	9.65e-05	-5.6783125	1.670189	-1.3592532	MAPK8IP2	mitogen-activated protein kinase 8 interacting protein 2
4629	0.027618	9.68e-05	5.6765065	1.667524	0.960981		
7585	0.027618	9.69e-05	5.6753468	1.665812	0.7684036		
42268	0.027817	9.83e-05	5.6669161	1.65336	0.9476265		
43669	0.029551	1.05e-04	5.623569	1.589155	1.0464009		
9787	0.029551	1.06e-04	-5.6181658	1.581131	-0.965243	APCDD1	APC down-regulated 1
28487	0.029551	1.07e-04	5.6151284	1.576618	1.1570453		
8113	0.029551	1.07e-04	5.6135638	1.574292	0.7044299	S100A13	S100 calcium binding protein A13
3511	0.029551	1.08e-04	5.6056691	1.562553	0.6320982	TNK2	tyrosine kinase non receptor 2
39176	0.029551	1.09e-04	5.6040025	1.560073	0.728587		
5706	0.029551	1.09e-04	5.6023731	1.557648	0.9920536		
36686	0.029677	1.10e-04	5.5959817	1.548133	2.3513449	PLAT	plasminogen activator, tissue type
6867	0.030118	1.14e-04	5.5741816	1.515628	0.7832862		
44172	0.030118	1.14e-04	5.5726691	1.51337	0.9347242	MACC1	metastasis associated in colon cancer 1
19826	0.030118	1.15e-04	5.5690833	1.508015	0.6750509		
31116	0.030118	1.15e-04	5.5663557	1.50394	2.1655799	PLAT	plasminogen activator, tissue type
20454	0.030118	1.16e-04	-5.5624748	1.498141	-0.9946672	FAM84B	family with sequence similarity 84 member B
25756	0.030118	1.17e-04	-5.5602557	1.494823	-0.6611451	MS4A6A	membrane spanning 4-domains A6A
17260	0.030118	1.17e-04	5.5600271	1.494482	0.8609231	IGSF9	immunoglobulin superfamily member 9
15245	0.030118	1.17e-04	5.5578085	1.491164	1.4235465	UVSSA	UV stimulated scaffold protein A
29179	0.030203	1.18e-04	5.5525552	1.483305	1.0120573		
34724	0.030288	1.20e-04	5.5419831	1.467477	0.9663968		
11944	0.030288	1.20e-04	5.541254	1.466384	0.8077215		
30804	0.030288	1.21e-04	5.5365029	1.459264	1.125555		
1401	0.030288	1.22e-04	5.5347653	1.456659	0.9530881		
28068	0.030288	1.22e-04	5.533493	1.454752	0.90327	ASAP1-IT1	ASAP1 intronic transcript 1
29222	0.030499	1.23e-04	5.5250883	1.442143	0.9480237		
41987	0.030499	1.24e-04	5.5224153	1.438131	0.6161431		
40031	0.030589	1.26e-04	5.5143471	1.426013	0.7944399		
33563	0.030589	1.26e-04	5.5122997	1.422936	0.8221364		
36346	0.030589	1.27e-04	-5.5070323	1.415017	-1.1462644	LARGE1	LARGE xylosyl- and glucuronyltransferase 1
30771	0.030589	1.29e-04	-5.4990077	1.402944	-0.9114285	SMAP2	small ArfGAP2
11576	0.030589	1.32e-04	5.4854263	1.382488	0.7290987		
18390	0.030589	1.32e-04	5.48308	1.378951	0.7283773		
10634	0.030589	1.37e-04	5.4616868	1.346659	1.0618932		
7346	0.030589	1.38e-04	5.4582079	1.3414	0.6702845		
29128	0.030589	1.38e-04	5.4556911	1.337595	0.8308795	MATN4	matrilin 4
21899	0.030589	1.38e-04	-5.4544869	1.335774	-0.6968256	PRNP	prion protein
34745	0.030589	1.39e-04	5.4528937	1.333364	0.5536073		
42485	0.030589	1.39e-04	5.4512269	1.330843	1.1787881	ANK1	ankyrin 1
18528	0.030589	1.40e-04	5.4489236	1.327358	0.9217045		
22643	0.030589	1.40e-04	5.4487481	1.327092	0.9055854		
32971	0.030589	1.40e-04	5.4483364	1.326469	0.548029	POM121L8P	POM121 transmembrane nucleoporin like 8, pseudogene
6259	0.030589	1.40e-04	-5.4460757	1.323047	-0.6195958	SMIM13	small integral membrane protein 13
4583	0.030589	1.41e-04	5.4413704	1.315923	0.8200728		
886	0.030589	1.43e-04	-5.4361189	1.307967	-1.7824711	APOD	apolipoprotein D
38086	0.030589	1.43e-04	5.4348027	1.305972	0.6146005	PPAN	peter pan homolog (Drosophila)
27638	0.030589	1.44e-04	5.432546	1.302552	1.0503688		
32334	0.030589	1.44e-04	5.431448	1.300887	1.5093139		
39539	0.030589	1.44e-04	-5.4296823	1.29821	-1.0241012	SLC2A12	solute carrier family 2 member 12
22245	0.030589	1.45e-04	5.4269715	1.294099	0.9585536		
17515	0.030589	1.45e-04	5.4253882	1.291697	0.6690016		
10105	0.030589	1.45e-04	5.4250181	1.291136	0.9057135		
19921	0.030589	1.46e-04	-5.4237469	1.289207	-0.6915006	PRNP	prion protein
5760	0.030589	1.46e-04	5.4225302	1.28736	1.3128993		
1116	0.030589	1.46e-04	5.4200109	1.283537	0.7169912		
18910	0.030589	1.48e-04	5.415558	1.276776	2.114824	SIGLEC6	sialic acid binding Ig like lectin 6
26020	0.030589	1.48e-04	5.4127448	1.272503	0.8647383		
14431	0.030589	1.49e-04	5.4105797	1.269213	0.8246962		
21347	0.030589	1.49e-04	5.4104842	1.269068	0.9647201		
11740	0.030589	1.49e-04	5.4094584	1.267509	0.9238836	POU5F1	POU class 5 homeobox 1
36831	0.030589	1.49e-04	5.4087017	1.266359	0.7647195		
35015	0.030589	1.50e-04	5.4071371	1.263981	0.8065729		
34406	0.030589	1.50e-04	5.4070286	1.263816	1.1681838	FLJ34503	uncharacterized FLJ34503
10162	0.030589	1.51e-04	5.4021739	1.256435	0.674584		
12731	0.030589	1.51e-04	5.4009937	1.25464	1.0683594		
6266	0.030589	1.52e-04	5.3969042	1.248418	0.7909785		
6896	0.030589	1.53e-04	-5.3946276	1.244953	-0.8357815		
6390	0.030589	1.53e-04	-5.3921595	1.241196	-3.0419416	MGST1	microsomal glutathione S-transferase 1
8869	0.030589	1.54e-04	5.389056	1.236471	0.7089316	KIAA0754	KIAA0754
24568	0.030589	1.55e-04	-5.3861742	1.232081	-0.9247748	MOSPD1	motile sperm domain containing 1
22419	0.030589	1.57e-04	-5.3785543	1.220468	-0.7606114	AKAP13	A-kinase anchoring protein 13
23740	0.030589	1.58e-04	-5.3753917	1.215645	-1.0104817	TIMP3	TIMP metallopeptidase inhibitor 3
31328	0.030589	1.58e-04	5.3733058	1.212463	1.0589043	SPDYE1	speedy/RINGO cell cycle regulator family member E1
16064	0.030589	1.58e-04	5.372	1.210471	0.9853361		
21691	0.030589	1.60e-04	-5.3671728	1.203104	-0.7898305	WLS	wntless Wnt ligand secretion mediator
4776	0.030589	1.60e-04	5.365741	1.200918	1.1070379	PHLDB3	pleckstrin homology like domain family B member 3
31073	0.030589	1.62e-04	5.3594702	1.191341	1.2414579		
13453	0.030589	1.62e-04	-5.3567313	1.187156	-0.7340123	SGCB	sarcoglycan beta
16451	0.030589	1.63e-04	-5.3537438	1.18259	-0.7260661	TMEM133	transmembrane protein 133
39642	0.030589	1.64e-04	5.3527358	1.181049	0.5619934		
43426	0.030589	1.64e-04	-5.3507932	1.178078	-0.7318304	RNF13	ring finger protein 13
16586	0.030589	1.65e-04	5.3486395	1.174784	0.7345443		
13207	0.030589	1.65e-04	5.3485903	1.174709	0.6629392	SP100	SP100 nuclear antigen
23804	0.030589	1.66e-04	-5.345244	1.16959	-1.0503155	ERC2	ELKS/RAB6-interacting/CAST family member 2
14564	0.030589	1.66e-04	5.3431028	1.166313	1.0656286		
8011	0.030589	1.67e-04	5.3409145	1.162964	1.2604835	SPDYE3	speedy/RINGO cell cycle regulator family member E3
15240	0.030589	1.67e-04	5.3407539	1.162718	1.0596571		
29867	0.030589	1.67e-04	5.3404612	1.16227	0.7262225		
14127	0.030589	1.67e-04	5.3404093	1.162191	0.9608555		
8835	0.030589	1.68e-04	-5.3380066	1.158512	-0.6400091	TCP1	t-complex 1
43819	0.030589	1.68e-04	5.3369663	1.156919	0.755516		
1330	0.030689	1.70e-04	-5.3287446	1.144323	-0.7093868	ZNF181	zinc finger protein 181
6393	0.030689	1.70e-04	5.3278831	1.143002	0.64948		
21736	0.030689	1.71e-04	5.3271905	1.141941	1.1042189	MICAL3	microtubule associated monooxygenase, calponin and LIM domain containing 3
39726	0.030689	1.71e-04	5.3252299	1.138935	0.8401648		
35717	0.030769	1.73e-04	5.3197751	1.130568	0.8241257		
6395	0.030769	1.73e-04	5.3187832	1.129047	0.632255		
22953	0.030769	1.74e-04	5.3164388	1.125449	0.8306894		
22145	0.031026	1.76e-04	-5.3090169	1.114054	-0.8098779	RNF13	ring finger protein 13
42175	0.031114	1.77e-04	5.3049399	1.107791	1.1838521	KRBOX1	KRAB box domain containing 1
31433	0.031227	1.78e-04	5.3003682	1.100765	1.062203	TMC5	transmembrane channel like 5
25813	0.031371	1.80e-04	-5.2952396	1.092878	-1.0967658	RORA	RAR related orphan receptor A
21717	0.031764	1.84e-04	5.2806028	1.070348	0.9420853	ADORA2A	adenosine A2a receptor
17068	0.031764	1.84e-04	5.2805605	1.070283	1.1684659	SPDYE3	speedy/RINGO cell cycle regulator family member E3
14418	0.031764	1.84e-04	5.2804349	1.070089	1.1544984		
36626	0.031764	1.85e-04	5.2783933	1.066944	0.9096253	RBM6	RNA binding motif protein 6
30232	0.033109	1.93e-04	5.2510521	1.024756	0.9415013		
14498	0.033257	1.96e-04	-5.2439721	1.013812	-1.6596607	RASD1	ras related dexamethasone induced 1
13772	0.033257	1.96e-04	5.2437941	1.013536	0.5425693	LOC390705	protein phosphatase 2 regulatory subunit B'', beta pseudogene
14574	0.033267	1.97e-04	5.2403852	1.008264	1.0426987		
25915	0.033267	1.99e-04	5.2345321	0.999207	1.3874926	RAB17	RAB17, member RAS oncogene family
11361	0.033267	1.99e-04	5.2338246	0.998112	0.7075882		
1510	0.033267	1.99e-04	-5.2335574	0.997698	-1.4563017	GPR45	G protein-coupled receptor 45
1026	0.033267	2.00e-04	5.2305991	0.993118	1.0692124		
7301	0.033267	2.00e-04	5.2301306	0.992393	0.9011404		
41151	0.033405	2.02e-04	5.2254349	0.985119	1.3528537		
30487	0.033573	2.04e-04	5.2178269	0.973328	0.825425		
38046	0.033573	2.05e-04	5.2170862	0.972179	0.7703996		
33535	0.033573	2.05e-04	-5.2158083	0.970197	-0.7584073	ADCY3	adenylate cyclase 3
30861	0.033623	2.06e-04	5.2127251	0.965415	1.1810588	SPDYE3	speedy/RINGO cell cycle regulator family member E3
35231	0.033711	2.09e-04	5.2056954	0.954506	0.5947154		
26349	0.033711	2.09e-04	5.2053113	0.95391	0.8953948		
21508	0.033711	2.09e-04	5.2035079	0.951109	0.7519667		
10696	0.033711	2.10e-04	5.2010829	0.947343	0.6040504	DLG3	discs large MAGUK scaffold protein 3
19364	0.033711	2.11e-04	5.1990268	0.94415	0.8771869	PPARGC1B	PPARG coactivator 1 beta
4810	0.033711	2.12e-04	5.1957636	0.93908	0.8306955		
12870	0.033711	2.13e-04	5.1924157	0.933876	0.9091504		
8393	0.033711	2.13e-04	5.1920442	0.933298	0.8986545		
42430	0.033711	2.14e-04	5.1894142	0.929209	0.7338813		
8452	0.033711	2.15e-04	5.1884055	0.92764	2.6263349	TREM1	triggering receptor expressed on myeloid cells 1
29938	0.033711	2.15e-04	-5.1865772	0.924797	-0.8638756		
4321	0.033711	2.16e-04	-5.1856077	0.923289	-1.1574265	RASL10B	RAS like family 10 member B
9088	0.033777	2.17e-04	5.1823531	0.918225	1.023735	NSUN6	NOP2/Sun RNA methyltransferase family member 6
45088	0.034063	2.19e-04	-5.1752379	0.907148	-1.4885115	MS4A4A	membrane spanning 4-domains A4A
28339	0.034645	2.24e-04	-5.163027	0.888121	-0.7056832	PRNP	prion protein
12608	0.034787	2.26e-04	5.1583113	0.880766	1.350544	ZNF292	zinc finger protein 292
21398	0.034787	2.26e-04	5.1564781	0.877906	0.5746265	EMC9	ER membrane protein complex subunit 9
606	0.03506	2.29e-04	5.1497654	0.867429	1.0253822	MAGI1	membrane associated guanylate kinase, WW and PDZ domain containing 1
43116	0.035112	2.30e-04	5.1467443	0.862712	0.5261769		
38113	0.035112	2.31e-04	5.1440945	0.858573	0.8427164	PPP1R35	protein phosphatase 1 regulatory subunit 35
33668	0.035112	2.32e-04	5.1408525	0.853507	0.7784257		
16220	0.035112	2.33e-04	5.1396979	0.851703	0.8453225		
10921	0.035112	2.33e-04	-5.1387994	0.850298	-0.7636891	LPAR1	lysophosphatidic acid receptor 1
35749	0.035327	2.35e-04	5.1331453	0.841458	0.7657729		
17095	0.035335	2.36e-04	-5.1310319	0.838153	-0.7962183	MID1IP1	MID1 interacting protein 1
18908	0.035828	2.41e-04	5.1179854	0.817731	0.687948		
39306	0.035828	2.42e-04	5.1174633	0.816913	1.2094856	MYO15A	myosin XVA
8837	0.035828	2.42e-04	5.1156965	0.814145	0.7697529		
44646	0.035828	2.43e-04	-5.114885	0.812874	-0.7787529	PRNP	prion protein
18756	0.035993	2.45e-04	5.1096158	0.804616	1.1820492	LTB	lymphotoxin beta
3880	0.035993	2.46e-04	-5.1072195	0.800859	-1.2080662	SCGB1A1	secretoglobin family 1A member 1
23349	0.035993	2.46e-04	5.1063116	0.799435	0.8914055		
19984	0.036107	2.48e-04	5.1021187	0.792859	0.844456		
17000	0.036107	2.49e-04	5.1005042	0.790325	1.1093642	RINT1	RAD50 interactor 1
7597	0.036107	2.49e-04	5.0986514	0.787418	1.0500199		
10036	0.036456	2.53e-04	5.0893162	0.772761	0.7180379		
44314	0.036456	2.54e-04	5.088212	0.771026	1.5843767		
32827	0.036456	2.54e-04	-5.0872089	0.76945	-0.8413682		
26794	0.037097	2.60e-04	5.0749534	0.750183	0.7467639		
14072	0.037188	2.62e-04	5.0696126	0.74178	1.0409799		
5260	0.037188	2.63e-04	5.0678472	0.739001	0.8367891	RNF182	ring finger protein 182
30826	0.037188	2.63e-04	5.0668946	0.737501	0.9940949		
1424	0.037188	2.64e-04	5.0654471	0.735222	0.8099648	NBEAL1	neurobeachin like 1
44354	0.037188	2.64e-04	-5.0641447	0.733171	-1.0056581	AFF2	AF4/FMR2 family member 2
44295	0.037243	2.67e-04	5.0584164	0.724148	1.1731541	CXorf65	chromosome X open reading frame 65
36056	0.037243	2.67e-04	5.0577039	0.723025	1.9065119	APOBEC2	apolipoprotein B mRNA editing enzyme catalytic subunit 2
20219	0.037243	2.68e-04	5.0567787	0.721567	1.9168468	FABP4	fatty acid binding protein 4
33609	0.037243	2.68e-04	-5.055898	0.720179	-0.7314793	RAB1A	RAB1A, member RAS oncogene family
19010	0.037272	2.70e-04	5.0523562	0.714596	1.023493		
29733	0.037272	2.70e-04	5.0517765	0.713682	2.1624244	BTBD16	BTB domain containing 16
44078	0.037418	2.72e-04	5.0476552	0.707183	0.7135236	PDE4D	phosphodiesterase 4D
24286	0.037745	2.75e-04	5.0402411	0.695484	1.0448473		
16202	0.037745	2.78e-04	5.0342203	0.685977	1.0744872		
27168	0.037745	2.79e-04	5.0330144	0.684073	0.6022266	SPRY3	sprouty RTK signaling antagonist 3
36785	0.037745	2.79e-04	5.0325427	0.683327	0.4981602	PPP2R3B	protein phosphatase 2 regulatory subunit B''beta
18599	0.037745	2.79e-04	5.0319893	0.682453	0.7601647		
14559	0.037745	2.79e-04	-5.031713	0.682017	-0.6040432	BCAM	basal cell adhesion molecule (Lutheran blood group)
36979	0.037899	2.81e-04	5.0275258	0.6754	1.9630052		
7202	0.038495	2.87e-04	-5.0154139	0.656246	-0.7364551	HOXA11	homeobox A11
